,ID,age,customer_class,value,tot_spend,customer_value
12814,75512b511b66d3d6512f77f04ac84f68,,44,LOW,99.83,1
12815,e8c579a81fed7686bc03fee27832ef7b,,44,HIGH,2561.44,3
12816,0f53b14676adeb5b979f375fd98a749d,35.0,39,HIGH,3859.805,3
12817,ff31587385957bcf39f7b0075b71487d,,33,TOP,15319.869284999999,5
12818,8c0c808f85a3e5972b244552e42f31fb,,185,MEDIUM,820.93,2
12819,add1281909f60cc3e2475c48220bfb38,21.0,43,MEDIUM,957.83,2
12820,628dde1b7e825f082a2dc417e98c266e,,46,LOW,250.0,1
12821,f3bab2b66b8590e2cd93429b4ba37697,40.0,39,MEDIUM,727.895,2
12822,0592368fea8facb080c44230cc590497,34.0,44,TOP,10618.09,5
12823,8bf839df5cbf5536ecf25bcf4f53714b,,46,LOW,0.0,1
12824,bf339fd003d4d1184128a79950bb42b2,44.0,39,HIGH,2056.755,3
12825,8b476d4f72c54918f21c9a0ea1354457,21.0,46,LOW,57.75,1
12826,cd6edfe6ba7cc693214dadbe19030304,41.0,39,HIGH,2675.12,3
12827,5c5ad687c063dd393cb7c718ef9c066d,,39,MEDIUM,827.66,2
12828,1f996ed73e7a12fa5f9933b854e2fbea,,46,VERY HIGH,7516.125,4
12829,9d387cebabf261336d9cbb893c0cc0eb,,41,HIGH,1962.93,3
12830,727b9185d99c66538eecc7742dedc3a5,,46,TOP,10743.86,5
12831,2c1d5550ed4d9437a5792f2e1abbc90c,29.0,42,HIGH,2097.9,3
12832,d00eaf5dfd4c47701304f8d01f1e053f,,30,TOP,24826.324285,5
12833,30220ce18ac0d2cc870e22124b75e070,22.0,39,TOP,17324.14,5
12834,e549cb713a3efb47054bcf8d3dedda41,38.0,185,HIGH,4509.49,3
12835,507b9574b63d7b927c70ab721ddbe859,37.0,39,TOP,12444.125,5
12836,099c2972198f37b744f6faa6bc9b1523,64.0,39,MEDIUM,1321.82,2
12837,138ee17d5948f87487e79ebe5c0e83bc,,46,MEDIUM,569.865,2
12838,b985dbe5928cc2191f1af5715ddd5152,44.0,46,TOP,11947.3,5
12839,5d84be0b1aa6c7f7f75ad8b7b6488f9a,,46,MEDIUM,940.12,2
12840,ac8575a2e87899e7b6e794d60d0e1459,23.0,44,MEDIUM,493.26,2
12841,163fa9051eb7d8af2b536d6cfe445b37,32.0,46,MEDIUM,829.11,2
12842,b4f2b89feae73d7eb2914d0fa71545ea,,39,LOW,0.0,1
12843,3bb0e01ea4884408f2d9b486054a413c,,44,MEDIUM,1094.57,2
12844,cb537bca1bcf8fcffbd06a78507f9172,22.0,33,LOW,16.6,1
12845,b7db67434e50f18bd270a06b8b0474f1,33.0,39,VERY HIGH,7913.79,4
12846,fc35eb17f0148434f7681d5d2f28abe3,33.0,46,HIGH,2509.96,3
12847,3cd7c2bfa50ecd28685ba09260797998,52.0,49,VERY HIGH,5163.2,4
12848,53b0c0b1bb5afa2feb0176fb4d0f992d,40.0,46,VERY HIGH,5539.735,4
12849,d4756652a8ebd3d63e738e88453d731a,33.0,46,HIGH,4430.0,3
12850,d4756652a8ebd3d63e738e88453d731a,33.0,46,HIGH,4430.0,3
12851,4ea75612b3ba99b5310fbd012cfe662a,,46,HIGH,3046.75,3
12852,0e85e03f1ebb3a1b93a0abaf25a4e97b,41.0,46,HIGH,1935.165,3
12853,1c5ddc3f45e1482f76e5f795a9840053,31.0,39,HIGH,1878.5,3
12854,0a6335638b968300e3469bb02cd3bd3a,,39,HIGH,3185.74,3
12855,4d3c473e4b00f7b6166ba378926725a7,43.0,44,MEDIUM,654.23,2
12856,1b1bbd059459d4bdb545ec469deb298c,,39,HIGH,3789.79,3
12857,7b0a2309370640cae90c909471a4c28a,28.0,46,HIGH,2538.76,3
12858,20e466bba56bb83d4c2a8d3022e56120,,46,HIGH,1720.61,3
12859,644af237173ba0ac6c539ed251983f86,,46,MEDIUM,834.81,2
12860,43369cc34df1a890a9c7826819f43291,21.0,48,LOW,333.8,1
12861,00b9778914da73cb7a1cf9620a659972,,39,TOP,33173.999286,5
12862,3856a99550abdef5046fd784303a1a67,26.0,39,VERY HIGH,5933.765,4
12863,84c3f9547e06c2a111944daa5083cbd8,20.0,46,LOW,0.0,1
12864,e026abc6a63872efb279a6e38e64e41b,,186,MEDIUM,1406.39,2
12865,bd6bef5a92b361b861b2d86a531d47c8,,46,VERY HIGH,6224.6965,4
12866,76a2e17be50bba325b9495c3a7fd55a3,31.0,46,HIGH,1923.495,3
12867,bade59c3e234bb1899d4a4b5e844c61e,,44,VERY HIGH,5859.56,4
12868,55c4a94f318a8ebb0843f947a3ca3bf5,28.0,46,HIGH,3015.695,3
12869,6c47a6d7cf1b4d19cd3c049e9a4ae8e3,38.0,44,HIGH,1923.51,3
12870,93339dfe31fb6c9bb53e8fa4bd0c3168,35.0,44,MEDIUM,899.66,2
12871,46cd9202976a62764d1ae56f7c626f0d,31.0,46,MEDIUM,1037.285,2
12872,05aa8da63e421e31b8cab6ba669cebb1,,135,MEDIUM,508.56,2
12873,452f0ec2d4f8efe343d3804b7573fb54,,46,MEDIUM,1453.8,2
12874,5688776576e60c42a893db9dbbeca8f1,40.0,49,HIGH,3816.4,3
12875,fdb6580cde40c4c6569d4abacd9d764c,36.0,46,MEDIUM,1258.47,2
12876,9d017ff634a8f710087d54a20f992445,37.0,30,HIGH,1756.0,3
12877,3288bf06b88453753ea678252d029a25,45.0,44,VERY HIGH,9556.98,4
12878,621855bf8f86ea887b4bd573bc19b0ff,,39,VERY HIGH,9650.015,4
12879,9cb4e3911301c475b564b6b51e1d18a4,,39,LOW,334.215,1
12880,3075194cc4d45f5d43319a2fdb1d4b4f,39.0,39,VERY HIGH,8773.42,4
12881,646e0d9321a32828762cb37900ef925d,50.0,44,VERY HIGH,7733.01,4
12882,dc4d860fc13b2a158602fe286b15df82,,31,VERY HIGH,10134.65,4
12883,d068d283323428b88e0449a8c92b37a5,,30,VERY HIGH,7990.8,4
12884,c26c31f6a4bc8c2726899e58fa9c3768,,39,VERY HIGH,5845.925,4
12885,526f18bd225bf39568cf3753862111a9,,46,LOW,282.465,1
12886,e3acd5cb090337a40606f76de22adee3,23.0,184,LOW,0.0,1
12887,e3acd5cb090337a40606f76de22adee3,31.0,184,LOW,0.0,1
12888,8be058b752f8cc0a5c41906844498877,35.0,39,VERY HIGH,5153.24,4
12889,28172bda8ff816a7f799010d8bcca648,24.0,44,VERY HIGH,4905.15,4
12890,5b9152aec0bc2942b81f4984ccd3258b,,46,HIGH,3763.6,3
12891,41cb02b779349763f61f3d838e6934ff,,44,HIGH,2414.28,3
12892,41cb02b779349763f61f3d838e6934ff,30.0,44,HIGH,2414.28,3
12893,65e6f23edef1442c8700ecee70ff60fe,39.0,39,VERY HIGH,5598.01,4
12894,99b8c85f27272951048c95ac0d5c1415,59.0,44,LOW,0.0,1
12895,012750686d0b08c543191c8bbbe566e0,,42,LOW,153.7,1
12896,db99184980c44beeea84cd818505809c,22.0,46,HIGH,2411.43,3
12897,d8e3604751e177f42307e4bd30d0702e,,39,TOP,12525.715,5
12898,9cddf53b82745394f46d33404e2d7f71,,39,MEDIUM,1330.04,2
12899,f47ac7de77c1dfbe41861f820d430f4a,,44,HIGH,3528.76,3
12900,3ddc59ea9a3a2dd3fb910e922f49de47,,135,LOW,273.16,1
12901,6ebf0588708b377c9e66f3629a18e537,27.0,46,HIGH,2267.845,3
12902,6ebf0588708b377c9e66f3629a18e537,27.0,46,HIGH,2267.845,3
12903,5fe46941818b4e38382d0fc1283f92cf,39.0,39,VERY HIGH,8111.18,4
12904,db83d0f143286f55568c804d183ead50,,39,LOW,5.68,1
12905,0aaacc6499749816b53c0bc458db9ea2,23.0,46,HIGH,2438.69,3
12906,ac4128b24f3938f2b1116e53fffefae0,,46,TOP,14201.65,5
12907,3a48d1457eafb213efda921cb6315412,,39,VERY HIGH,5315.08,4
12908,b595c54efab44b2f3d7605cba204ed17,25.0,184,VERY HIGH,7576.75,4
12909,ceeed279779ebb9634990cf477769b26,,46,HIGH,4301.83,3
12910,94e2dcdc560a2a7db9f3e4424a4c6f53,29.0,46,VERY HIGH,4831.67,4
12911,94e2dcdc560a2a7db9f3e4424a4c6f53,36.0,46,VERY HIGH,4831.67,4
12912,e59acf5a840e3b92958b37b585d3ec6b,24.0,49,VERY HIGH,8444.45,4
12913,b934ecf6cd7b686376c9c7574c4234ed,41.0,46,HIGH,2299.28,3
12914,279130ac8c47ac6bc74491ba9581bf44,,44,VERY HIGH,9342.19,4
12915,6f04474914c6752af9a82ae32d1fae9b,22.0,46,MEDIUM,1470.065,2
12916,62c0745bb9672e4a9f85e4932d37ad1f,,46,TOP,12561.19,5
12917,e741abd6401260945c34db2983dac08c,45.0,44,LOW,40.37,1
12918,bc5d631fe59255936f11afbeb554f51d,23.0,46,MEDIUM,587.67,2
12919,ecec582a3bef9d91343f57783aaf853f,,44,HIGH,2271.04,3
12920,8a0ef22404d33ad9d0e2f47c95bbdf57,,44,MEDIUM,495.11,2
12921,2c17a679da00948e7414395406b1f41f,31.0,44,VERY HIGH,6565.19,4
12922,c92ca149ac66112f59bba6dbe2adf688,31.0,46,MEDIUM,1522.35,2
12923,95fbe8af44ff7e9c12958ed42e01d8ba,33.0,39,HIGH,2698.125,3
12924,81b7c811d89eb35fd436fecc7c15e07f,30.0,41,TOP,13925.212,5
12925,525f6b346139a0839ce5e0da05bbfea3,20.0,46,MEDIUM,1343.4,2
12926,224dd65c4c247bb33e81d5b61a07e23f,51.0,39,TOP,11127.895,5
12927,9fa89e4a6691c283efa921e8ae8a77db,,30,VERY HIGH,8618.2,4
12928,be25eede0fe718961866b267c665fe9b,,30,LOW,0.0,1
12929,bb447f64affbf12be876a4c4cba02841,,39,HIGH,3385.32,3
12930,c24173eb6b036b008894e03d12b6c757,,46,HIGH,2689.13,3
12931,3fa28baacfa602b8ac98323485e46483,41.0,39,MEDIUM,899.69,2
12932,bf29846e6f149c9a6a97036fc7c67192,,46,LOW,0.0,1
12933,9c611b0ad3d8cedb8292df26a2155378,,39,HIGH,4359.465,3
12934,c977f242e76cc32ae3a351d95051ea57,26.0,46,MEDIUM,1064.8,2
12935,99fafdd74a3d82a2be0dafb13b5d1d6e,34.0,46,MEDIUM,1182.98,2
12936,074f22a279d5ea52fd4038f3102f3fdf,,46,HIGH,2499.97,3
12937,b11e9ec8a4a6ae720003654eeba1b7a2,47.0,30,HIGH,3545.8,3
12938,50134f360c6a75ac240cc123dec82835,40.0,135,LOW,0.0,1
12939,ffac03bd9971ba18dcada6bbe387aa43,,46,MEDIUM,574.84,2
12940,9ebe68a132719ef1997d41c98d799176,,46,LOW,200.26,1
12941,547f5ad21aa6540e7535c119e85adc4d,58.0,32,TOP,22762.26,5
12942,e2405d58929bf07967aeaea4b393c6d8,,46,HIGH,2573.09,3
12943,0ced69e4403bce23c999facf53225c3c,34.0,39,HIGH,2532.1279999999997,3
12944,651fe21c2873b02062a54ec595113df1,54.0,39,HIGH,4511.55,3
12945,760af8e1c973499dd3e37de3e7ef8407,23.0,44,MEDIUM,550.46,2
12946,760af8e1c973499dd3e37de3e7ef8407,23.0,44,MEDIUM,550.46,2
12947,a33d5181f4b6bf03d915422fb5c1bf4c,34.0,39,HIGH,2945.36,3
12948,a33d5181f4b6bf03d915422fb5c1bf4c,24.0,39,HIGH,2945.36,3
12949,276e60fd4ad833aa1ee83f7e0d313176,,39,HIGH,1912.5610000000001,3
12950,e366086262415247aabe8ac3032e3137,25.0,44,VERY HIGH,9184.61,4
12951,f0db7dd7829690e0432e32d4bad59ef1,49.0,184,LOW,188.27,1
12952,e809a9ae882f5df3e05481e96f67022b,26.0,33,MEDIUM,1465.05,2
12953,a33d5181f4b6bf03d915422fb5c1bf4c,34.0,39,HIGH,2945.36,3
12954,3279491760cd4158c8a95936a2bdcf47,37.0,46,HIGH,2527.97,3
12955,40145d2711471c94fcdcfc634697af77,43.0,46,MEDIUM,1011.95,2
12956,a40ac1314f221a3cd196e9e51d9cc49f,59.0,403,TOP,22877.69,5
12957,84c2d0aef757c5c2ab50fadaaec13dc3,33.0,32,TOP,55639.83,5
12958,84c2d0aef757c5c2ab50fadaaec13dc3,34.0,32,TOP,55639.83,5
12959,120559a490f4617eaf207e3233f5b836,28.0,46,HIGH,1836.425,3
12960,22763d7eaa52b6ee2fcc4d1880e46438,43.0,46,MEDIUM,1134.41,2
12961,c916e41eeb0f062da64f837351b1475a,,184,HIGH,2209.35,3
12962,b917665c8af983aae53dd21b954f6e8e,47.0,32,HIGH,3675.137857,3
12963,01beb10d8564dc55092a86d47665f5aa,,49,MEDIUM,981.8,2
12964,3e1393b74ebcc36c1e505ed8ef7e895c,,44,HIGH,1766.35,3
12965,6cd7c58ae7fdf342c79a81414c99bdc4,,39,HIGH,2186.7,3
12966,991ede16ad738546c4df17a17a9dee31,,46,MEDIUM,833.215,2
12967,c51924ee9eda66fd753117004fa06317,,44,HIGH,2373.57,3
12968,f65ebe6c5b03570b08b40e2f3cce79c0,,46,MEDIUM,600.295,2
12969,ba14ed17887351e0a2b686dc0ac18fd9,,46,MEDIUM,594.96,2
12970,1ceb172da6878bed75fb0271117eb958,50.0,39,LOW,0.0,1
12971,017b0d3dcb3da1313d9d21343072c171,,44,LOW,0.0,1
12972,a4818a49a5609d83010cd8acba148124,,39,HIGH,4682.095,3
12973,8169c12c5ed28ed038af539739522af1,24.0,46,MEDIUM,589.94,2
12974,1d04228e4edd312f5ee0ec51d64cf6ad,,49,HIGH,4590.0,3
12975,8e4334332059795886298360a11ab96d,,39,VERY HIGH,5545.92,4
12976,5c598124e37605ed628592786f52ea40,45.0,44,HIGH,3759.45,3
12977,3dd4bb64943521c5742277763d38181a,,46,LOW,0.0,1
12978,bd89743205a6c575f9a1ac809fc2288d,29.0,39,HIGH,2056.48,3
12979,f3859a95827eb01ee9de2d925b7df58c,65.0,49,MEDIUM,1597.425,2
12980,19b2060c238d4d93e0518e0784abc60c,48.0,39,HIGH,4464.955,3
12981,fb896a44f35b47de3fed09b5e25d6c1b,41.0,39,HIGH,4549.175,3
12982,fa7eb13a6e7ac78445548010775b9ff2,,46,MEDIUM,1565.5,2
12983,72d06d9729fde4ea0406a60ce598b548,,44,MEDIUM,795.37,2
12984,674220410b1cff3b7393682c8f362747,,39,MEDIUM,959.85,2
12985,e3215d9fa9ba9c61711d69352016b42f,42.0,46,HIGH,3645.37,3
12986,7db36625627a52d59ffd8570830f3af8,41.0,46,LOW,100.0,1
12987,6a80ca8441f689bf1c60258b4a8c3469,28.0,44,VERY HIGH,5601.38,4
12988,4065ce64458149a28f16f42a0ee679ff,,49,TOP,27423.49,5
12989,40c4d4c08589ecde852311822d4516ea,54.0,32,TOP,19286.2,5
12990,83136682f6c6bbf2128e8e4919688d01,67.0,186,VERY HIGH,4869.65,4
12991,d6af830593605899a70a56ee1bbedc09,53.0,44,VERY HIGH,9600.12,4
12992,7590c939311a16b6a9b6118f5def1c7d,23.0,44,MEDIUM,1026.91,2
12993,9260708ea1a6d5ea8ee750f6e023afbc,31.0,39,VERY HIGH,5501.98,4
12994,84f5b7cea788b8e35bf494c4986452ce,37.0,46,VERY HIGH,4999.11,4
12995,1fbaf65c3e6f3084f4bc8b63d5071631,,44,MEDIUM,635.25,2
12996,3f302399314397c44875fdab8b23469e,35.0,44,HIGH,4614.69,3
12997,bbfac17f8a5cb9a87b48634fbde50c57,,39,VERY HIGH,7500.04,4
12998,7acc7490c9b369204c2e14805b1d44ab,33.0,49,MEDIUM,1400.0,2
12999,b65270fce7fc79f375dc706df65406c1,59.0,1000,HIGH,4628.01,3
13000,e3745eae1b7e5338a4ad576e3501be58,,44,LOW,336.04,1
13001,c3c5f1fa0cd2198a20956e8d4e7d322c,,32,TOP,30497.676239,5
13002,06dc129203847d174b1065c056ebd08d,,39,TOP,17122.845,5
13003,f656f10420f763512c9897dac429f2f7,,49,VERY HIGH,5220.65,4
13004,50cfa66f45144d534a85aa882cc5e3f5,,44,VERY HIGH,7375.8,4
13005,7a2c65968aea32f2b520e2a3349272fe,38.0,32,MEDIUM,1000.0,2
13006,7a2c65968aea32f2b520e2a3349272fe,38.0,32,MEDIUM,1000.0,2
13007,14940fd39bc21ad254cf2a8ce7dcb727,,39,LOW,0.0,1
13008,90157d073ae19ea22facf6255e89a6ad,,39,HIGH,3107.045,3
13009,ccf7149bad8b652133489121bec8e79e,,46,MEDIUM,514.89,2
13010,271dde32f9fec360a47b8c364d9f72f7,,46,LOW,0.0,1
13011,7edbbc496fec8a90e52a0b2a710b798d,33.0,44,HIGH,3914.56,3
13012,a9a6e85659b27a32b80343f78f6b4bee,54.0,49,VERY HIGH,4761.7695,4
13013,9ec3c36cbd4d8bb7b4eee1b4c1736b69,29.0,46,MEDIUM,805.75,2
13014,f38f890df49ff71c3318e58df58baca5,,46,MEDIUM,1549.65,2
13015,f31f8b86b85f9d255de788dceb723da8,62.0,403,TOP,22245.1,5
13016,6f52ea5bb2e0f4df3d2ccaef8d7f14e7,,39,MEDIUM,1215.565,2
13017,ee3cd7950651f596fac493658b7dddbd,46.0,30,VERY HIGH,6545.7,4
13018,68f279f90ed40ea6e30e849f1ecb823c,32.0,44,HIGH,2706.48,3
13019,804d142ea04eca427a69901d18c69095,59.0,186,VERY HIGH,6108.525,4
13020,9aad945b1ced62a143205198284131bc,42.0,44,MEDIUM,1254.83,2
13021,2b1846990d8af0f3ee40784a6ea4cdf4,,44,HIGH,3920.15,3
13022,c0f96e2cb0bece8476c31df6c2da5a74,,39,HIGH,2283.255,3
13023,16034dc356e354795d53b7487d0a52a0,26.0,39,MEDIUM,445.305,2
13024,a11898771bb860985d112587f6a04c11,43.0,46,HIGH,2807.17,3
13025,a11898771bb860985d112587f6a04c11,43.0,46,HIGH,2807.17,3
13026,fce9ca945d4945b69a8d48c544b60407,,186,HIGH,1734.61,3
13027,d0d133051d934101c7b5a46cf686afda,29.0,49,HIGH,2805.5665,3
13028,95b95a01a676074dc1f483a89a9c677b,,46,LOW,0.05,1
13029,b5ea7a87d056d64fc8c1ed4a9c7b41be,25.0,39,MEDIUM,1368.455,2
13030,ea29fecc376d1c2fb86975cafe09d7b7,,39,HIGH,2816.16,3
13031,6abb196c2a359428382597d718f1b6a7,,31,VERY HIGH,4707.2,4
13032,d1b76309970a7f855c504b30dab43228,,49,HIGH,1639.6,3
13033,52ff2328470cf9efbb4a2bd7d81c3d20,,46,MEDIUM,903.95,2
13034,70c0ee6c1dc9ea4e60797311d82732b4,,30,HIGH,1651.9,3
13035,87cb6d6152084d69900d7419f94a7f20,,39,HIGH,1874.87,3
13036,d1ff01fd8b589fa88fbf32b03e139f7a,,44,MEDIUM,1102.83,2
13037,29b3ab887328f956c9c58e636de17719,45.0,46,MEDIUM,1163.13,2
13038,fdfae9a68d7aef3b8d94551a96ed1f3c,47.0,49,TOP,20946.9,5
13039,c3e0f529f780ae88a9e0aa2410e46d2b,21.0,46,HIGH,2245.905,3
13040,ac702749378f62cf10af7f8b388b990b,23.0,46,LOW,34.5,1
13041,8ae693c8356b7c0225b27db30b096c50,45.0,46,MEDIUM,697.56,2
13042,6d69a4ca4855f37720be599fad566b0c,27.0,43,LOW,0.0,1
13043,98a222018dbfbf00fe9c97d8b23840b5,,32,TOP,13606.1,5
13044,b445faae8a90b7aaa99bc00550a808b6,,39,MEDIUM,1406.33,2
13045,ced1587facfd3d117fdae40b008bfaef,,185,VERY HIGH,5035.031719,4
13046,bbc2a5afbc6b4b9f3b8a128ec123feaf,,46,MEDIUM,519.0,2
13047,b664623a14418d62b128127b788db662,37.0,46,VERY HIGH,5870.11,4
13048,afa42a082267153b59941be02e78b503,,32,MEDIUM,819.8,2
13049,6ff6cd16c5cc6375795ea93a53d3329b,,46,HIGH,2589.345,3
13050,28a1d854a0ef1cc0631da7b3db7667de,,44,HIGH,1885.3,3
13051,b8a0551be1d1ceb65dd354442bddc5b8,20.0,46,HIGH,1907.43,3
13052,bd2078821ada2f50b184499c3e1831a7,,44,MEDIUM,865.35,2
13053,6a7d20bdf288e28ad7ae3fcced1cabfd,30.0,46,HIGH,2188.1,3
13054,861c30339586bc7aabdd6e3f00d44c68,,46,HIGH,1950.64,3
13055,6c8b25c754b86d654b3a7f466daff82e,,49,TOP,14128.745,5
13056,ad385e5684f3b33c59226656e570c2a0,20.0,44,LOW,46.02,1
13057,ba08974b81b206e37153ac3abb42873c,,46,LOW,229.475,1
13058,6e40e641a66457455e8d5c34c6320c77,,186,MEDIUM,1533.29,2
13059,3421618d4f5df9a3c35e503d3181ba40,43.0,46,VERY HIGH,6480.05,4
13060,881bf0d7067a97f878ea94d381f399ed,29.0,39,HIGH,3255.62,3
13061,623cbcc778892aa52ce7ef142651b4c0,,39,MEDIUM,590.047381,2
13062,a890711a439f62013d7d44b75a9a96cf,,46,LOW,0.0,1
13063,a93ad72b97a8a1c6196956e97f780ef9,,49,HIGH,1761.8,3
13064,977e75ca1f8e3d3491fffb73365c1b2d,,46,MEDIUM,695.785,2
13065,6783c44537696a2cadc576d1e47be423,,46,HIGH,3806.73,3
13066,49780fa5a8662ab1f53a9233edfe7f35,22.0,46,HIGH,2761.52,3
13067,67f466979400963f53a90d992eaaf986,47.0,39,TOP,15611.835,5
13068,9291bfea0454b3053cb9ef2f70b76fce,21.0,44,MEDIUM,847.5,2
13069,c45082e3f44ce698c0ab7373b2e0c8e3,39.0,39,MEDIUM,765.1,2
13070,e97d946ec5636daa5c987c62a56cafe3,48.0,32,HIGH,2056.65,3
13071,546df9b1571aee05196cb34a5b84316e,,46,HIGH,2792.375,3
13072,ac3f9bd7192291406e11b550c534bd2f,45.0,33,VERY HIGH,5405.9086640000005,4
13073,48ff4e959571482bd6c56d696d2cd024,23.0,44,VERY HIGH,5898.32,4
13074,922f293993cb6e0265d747cacaa4cd8f,42.0,39,HIGH,1699.82,3
13075,922f293993cb6e0265d747cacaa4cd8f,43.0,39,HIGH,1699.82,3
13076,4faca56c7cda3f1a884c03cf639c49ad,39.0,49,LOW,0.0,1
13077,497c21993d2500b7e2f76b153bb6d462,,46,VERY HIGH,5432.605,4
13078,5ba7efd699000d5389ebf981c612678e,40.0,39,HIGH,3374.28,3
13079,a933b3524bffb91122b4769cbde350be,32.0,44,HIGH,3797.74,3
13080,4105c7127ddcdceef4aaabc2e2951ea9,24.0,41,HIGH,2205.6,3
13081,6fc51547f981d1ed7aa49dd32f449f3d,48.0,41,HIGH,1693.43,3
13082,b034b3a2ecc23228f684d30974c76a0d,63.0,39,TOP,55926.047381,5
13083,6ed9d705dfc52b68944fbafcaef07aa6,31.0,48,HIGH,1644.0,3
13084,6ed9d705dfc52b68944fbafcaef07aa6,31.0,48,HIGH,1644.0,3
13085,ea19bab21fd85ac632e340ef50fa52db,,186,LOW,294.96,1
13086,a1ebb52bb579b1fde0cd2ae4e0fa2738,30.0,46,HIGH,1901.335,3
13087,6c3326106fa8391628ede498c205b394,21.0,49,LOW,0.0,1
13088,64f14d35d8c75c31bcad5a8dbc8e5d31,,39,HIGH,3091.255,3
13089,ec5dd179bace09f05e3c2a14137c3418,20.0,46,HIGH,3665.02,3
13090,7b1cfe263f753963cc40b2c2ad867f41,44.0,39,VERY HIGH,7995.94,4
13091,7aef974e96c4cd3a1a04c4a88fd05310,26.0,39,HIGH,3396.28,3
13092,7aef974e96c4cd3a1a04c4a88fd05310,26.0,39,HIGH,3396.28,3
13093,848a46c6e2f8a99088a07f665b4e0fe8,,39,LOW,80.0,1
13094,7c49926cff82a91b57e490b686b0c198,22.0,44,HIGH,3549.76,3
13095,0695047c873d250b7326d06ac347069b,31.0,44,LOW,0.0,1
13096,d073a3d1d2068329a1be36c7759f4c3d,30.0,46,HIGH,3368.395,3
13097,9d8c215e259e153a72ea6ad7af2f8b68,,39,HIGH,2778.585,3
13098,955d640904240b0ca1310ba4026a55dc,27.0,44,LOW,0.0,1
13099,9c5e6d8bc40b62c3f5578e6e81f835e4,,41,VERY HIGH,7747.19,4
13100,734f1f4640caf31bac37d1177feae672,,300,HIGH,2221.32,3
13101,734f1f4640caf31bac37d1177feae672,33.0,300,HIGH,2221.32,3
13102,6cd505b5f02f2cf229527ef8f576d576,55.0,403,TOP,153242.428377,5
13103,dce8332afd56486f740bdc59dcc10936,,49,HIGH,2044.2,3
13104,dd0eb9ac3aecf4175c582ea734e13092,31.0,46,HIGH,1962.71,3
13105,7ca170c4aaedb314bb9f7c53a23c39f5,,44,HIGH,1915.97,3
13106,c9849ce2a026c0ad43e77977de983dc1,,46,MEDIUM,487.095,2
13107,b37fe1f53fcdd119da5f18e32da784f1,61.0,30,VERY HIGH,5496.6,4
13108,ccea2ca111c1ac5820e362c2460800d4,26.0,39,VERY HIGH,10140.22,4
13109,ccea2ca111c1ac5820e362c2460800d4,26.0,39,VERY HIGH,10140.22,4
13110,46ed3f6f59bf060865c07858579a2df5,53.0,185,TOP,19008.17,5
13111,e56b7e9b546843eacc2a5339e92cb570,41.0,186,HIGH,1724.88,3
13112,6e249ae9c39aa70749029e7811bbbaf1,,39,HIGH,3074.98,3
13113,5b535c9547be380ba55d056fa4c4b4bd,35.0,46,MEDIUM,479.86,2
13114,1aa7b98d854006ac6eda735cbfd639f5,29.0,30,MEDIUM,1384.0,2
13115,fe6a64bfb6ff27ee77cbb851e90392cb,54.0,49,VERY HIGH,5770.0,4
13116,a0b2c713631e595b7a13320cce9568ff,,46,HIGH,2015.11,3
13117,95961cb13ec0fe9c91d88298260693a6,,135,HIGH,1646.48,3
13118,05d40df8d7ead7190aad2def4f100d98,,44,MEDIUM,575.07,2
13119,8e3bcf48621bff778289f2dff4a1a073,44.0,184,VERY HIGH,5505.18,4
13120,7e9d6bab2bb5d640d1fa65b3d5ca3627,,46,HIGH,2936.78,3
13121,a2e0c7f5d9c2b92681cd583ed6f2798b,42.0,43,MEDIUM,501.42,2
13122,d8f70b2132c1bd2ca5ec4a1504226d54,23.0,44,HIGH,2573.94,3
13123,c20e3ce49763c4d45d41001fb1fb7b37,,46,LOW,377.54,1
13124,9d42a592a786c8b6c9cd586eb0bb17b3,31.0,39,HIGH,3676.5,3
13125,3511cedb1e0a9fb1d887693307ec25b2,21.0,44,HIGH,2000.22,3
13126,f91b2b78cd60a7ff38923a4c0e686e3d,,186,HIGH,2829.28,3
13127,e899015edae59dcbe4bd1da97346fb38,36.0,39,LOW,340.8,1
13128,9861f95660cdb6e3e3ed3f86ac08c371,34.0,39,MEDIUM,604.5,2
13129,9861f95660cdb6e3e3ed3f86ac08c371,34.0,39,MEDIUM,604.5,2
13130,4edd3ca6372aad193a40393da29de849,31.0,44,VERY HIGH,5783.92,4
13131,44ce8466e1ee7a802711872463a99221,,39,HIGH,1981.685,3
13132,e81cf1344b9f724a2b8c937792d05f8c,61.0,46,VERY HIGH,7431.476,4
13133,928938a316ee8baadc8d8c3f62594725,,44,LOW,328.73,1
13134,19389a3b25dd5515243a3c68825bf3b7,,46,LOW,0.0,1
13135,66d77954a62f3b352d4a2a39cd003309,35.0,39,VERY HIGH,5765.01,4
13136,c12acf7d9337cb86c70a523313dd5166,36.0,30,MEDIUM,1603.2,2
13137,80df2598482354474da95bf8794efe68,,39,LOW,190.0,1
13138,a36783490fa839be1612da62e0da5b63,46.0,44,HIGH,4541.92,3
13139,75347b6ea0bbab97f9052250dad69a12,33.0,46,HIGH,3004.8940000000002,3
13140,cb8e67435c8c8aa42d0a38bfac93981e,,44,VERY HIGH,5592.86,4
13141,4740edc06d5f9f4138529bf2f79b25c5,35.0,44,TOP,11229.0,5
13142,77af10f8fa3f3b2211b9363bb60478d7,36.0,39,HIGH,4313.14,3
13143,dd5c6d832ab7c2efd0e056a10c126fc5,,44,MEDIUM,722.6,2
